customer_id,customer_name,province,amount,note
91854,  vo minh mai ,CanTho,568937,
91857,  duong quoc dung ,HaiPhong,573692,khach quen
91866,LUU THANH EM,HoChiMinh,3260089,
91867,Phan Thanh An ,CanTho,479045,
91877,NGO THANH QUYEN,DongNai,2033978,moi dang ky
91879,Ngo Quoc Cuong ,HaiPhong,1591439,
91885,DANG THI CUONG,HoChiMinh,4014785,moi dang ky
91889,VU DUC EM,DaNang,733558,
91893,Ngo Van Xuan ,HaiPhong,1831046,
91897,  dang duc yen ,DaNang,2785236,khach quen
91915,ngo  duc   dung,NgheAn,524209,
91926,  hoang ngoc viet ,DaNang,2676557,
91929,Ta Ngoc Xuan ,KhanhHoa,444062,khach quen
91939,NGO MINH TAM,NgheAn,3616527,can cham soc
91940,bui thi nam,HoChiMinh,853719,moi dang ky
91963,luu  minh   uyen,DaNang,773704,moi dang ky
91980,  dang duc giang ,HaNoi,738571,moi dang ky
91982,ngo ngoc em,HoChiMinh,249783,
91983,luu van ich,ThanhHoa,2393665,khach quen
91985,hoang minh uyen,DaNang,682923,VIP tiem nang
91989,dang  minh   quyen,DongNai,844977,
91992,LY QUOC MAI,BinhDuong,257912,VIP tiem nang
92023,TA HUU EM,CanTho,564698,
92027,VU THI HOA,DongNai,13968598,moi dang ky
92045,  le thi giang ,KhanhHoa,396846,can cham soc
92046,LUU MINH BINH,CanTho,612530,
92056,NGO NGOC DUNG,CanTho,379545,
92058,Hoang Duc Binh ,HoChiMinh,393249,khach quen
92060,HOANG THANH MAI,HoChiMinh,725798,can cham soc
92068,duong thanh son,DaNang,3148989,VIP tiem nang
92069,Pham Minh Oanh ,KhanhHoa,2321078,can cham soc
92087,Vu Huu Phuc ,HaiPhong,376457,
92116,tran  quoc   an,ThanhHoa,829493,khach quen
92117,tran ngoc cuong,HaiPhong,3773603,VIP tiem nang
92145,  vo ngoc son ,HaiPhong,301012,VIP tiem nang
92196,Dang Duc Oanh ,NgheAn,3436138,khach quen
92201,NGO NGOC NAM,BinhDuong,829822,
92202,  nguyen duc uyen ,ThanhHoa,1281097,can cham soc
92214,dang van em,CanTho,2862830,
92224,phan minh phuong,HoChiMinh,2311116,khach quen
92232,ta duc long,DongNai,618791,can cham soc
92266,Ngo Quoc Son ,HaiPhong,1292191,can cham soc
92270,Bui Minh Ich ,KhanhHoa,7988778,VIP tiem nang
92281,Nguyen Huu Hoa ,DaNang,4440137,
92291,ngo thanh long,DongNai,623367,moi dang ky
92293,TA NGOC GIANG,KhanhHoa,459464,moi dang ky
92294,trinh  thi   binh,BinhDuong,1228752,
92296,  pham thanh oanh ,NgheAn,610567,moi dang ky
92297,ly  quoc   cuong,DaNang,794035,moi dang ky
92307,tran minh quyen,BinhDuong,8216606,moi dang ky
92318,Dang Huu An ,HaNoi,3796092,can cham soc
92319,do  huu   binh,CanTho,556082,VIP tiem nang
92338,vu  huu   em,HaiPhong,2986009,khach quen
92355,Luu Huu Son ,NgheAn,377733,
92370,duong duc khanh,HaiPhong,2725340,moi dang ky
92393,hoang thi uyen,ThanhHoa,350791,khach quen
92402,  trinh quoc binh ,HoChiMinh,2542535,VIP tiem nang
92411,Bui Huu Oanh ,ThanhHoa,299885,
92423,dang  huu   an,DongNai,13509356,moi dang ky
92424,bui  thanh   oanh,NgheAn,3350054,can cham soc
92432,TRINH DUC SON,NgheAn,6421167,VIP tiem nang
92445,VU QUOC LONG,HoChiMinh,670142,can cham soc
92448,TRAN THANH PHUC,NgheAn,2051291,
92451,  do van dung ,NgheAn,1628447,VIP tiem nang
92460,DANG VAN MAI,BinhDuong,8317710,VIP tiem nang
92468,Ta Minh Em ,BinhDuong,1566746,can cham soc
92477,Vu Thanh Tam ,DaNang,860804,moi dang ky
92493,ly quoc tam,ThanhHoa,10203345,VIP tiem nang
92495,duong  huu   yen,ThanhHoa,4300561,
92501,DANG QUOC DUNG,CanTho,3550207,khach quen
92518,  bui minh oanh ,KhanhHoa,556835,VIP tiem nang
92526,trinh huu xuan,DongNai,335961,moi dang ky
92531,  cao van giang ,HoChiMinh,2073745,
92546,ly  quoc   quyen,ThanhHoa,435538,moi dang ky
92551,le thi quyen,HaiPhong,2481233,khach quen
92553,  hoang ngoc khanh ,NgheAn,5729674,moi dang ky
92555,Vo Duc Nam ,BinhDuong,857901,moi dang ky
92564,le  duc   long,DongNai,17134409,moi dang ky
92566,ly ngoc an,KhanhHoa,3488804,
92574,DANG THANH YEN,KhanhHoa,7430103,
92592,  tran minh phuong ,KhanhHoa,294139,
92602,  phan duc giang ,DaNang,247242,
92626,Duong Van Xuan ,ThanhHoa,2393330,can cham soc
92628,phan duc giang,BinhDuong,2011794,moi dang ky
92640,PHAM VAN OANH,HoChiMinh,314199,
92646,cao  thi   nam,CanTho,1514285,moi dang ky
92666,ngo thi khanh,NgheAn,862211,can cham soc
92673,  ly huu nam ,BinhDuong,486699,can cham soc
92678,ly huu phuc,DaNang,3994977,
92680,  ngo ngoc mai ,HaNoi,446395,VIP tiem nang
92681,ngo minh long,HoChiMinh,569171,can cham soc
92698,bui quoc son,KhanhHoa,4196767,
92711,  le ngoc tam ,HaNoi,1896584,
92723,BUI HUU XUAN,DongNai,1609736,
92725,TRINH HUU ICH,HaiPhong,5440184,
92727,luu quoc phuong,KhanhHoa,350931,khach quen
92733,Vu Van Yen ,ThanhHoa,849032,
92734,  do quoc hoa ,HoChiMinh,835382,khach quen
92743,trinh  minh   an,HaNoi,13675769,can cham soc
92745,Vo Minh Oanh ,BinhDuong,473986,moi dang ky
92754,dang  thanh   khanh,KhanhHoa,14602653,can cham soc
92757,vo van mai,ThanhHoa,762708,
92758,cao  ngoc   an,KhanhHoa,4216738,VIP tiem nang
92808,pham quoc long,HaiPhong,2992559,
92821,Ta Huu Yen ,KhanhHoa,853737,VIP tiem nang
92831,PHAM VAN CUONG,HoChiMinh,718442,khach quen
92842,Vu Minh Long ,HoChiMinh,2982743,can cham soc
92848,LE QUOC CUONG,ThanhHoa,4007490,khach quen
92849,Cao Quoc Son ,DaNang,648841,can cham soc
92870,dang  van   ich,NgheAn,2973482,
92874,HOANG NGOC SON,BinhDuong,2775756,moi dang ky
92876,trinh  van   long,HaNoi,634691,can cham soc
92898,DO THANH UYEN,HaiPhong,228667,
92899,Do Van Binh ,HaiPhong,3105935,can cham soc
92907,phan  quoc   dung,NgheAn,4194473,
92916,PHAM NGOC LONG,CanTho,14193603,moi dang ky
92930,ly  minh   tam,KhanhHoa,4418029,moi dang ky
92936,Phan Thanh Phuc ,HoChiMinh,15983048,
92981,tran  thi   hoa,NgheAn,482063,
92988,pham minh an,HoChiMinh,3866746,VIP tiem nang
92989,ta van long,HaNoi,468022,khach quen
92997,cao duc binh,DongNai,1053825,khach quen
93011,vu  huu   uyen,HoChiMinh,362424,can cham soc
93020,vo quoc uyen,KhanhHoa,2043263,
93021,TRINH HUU YEN,ThanhHoa,603365,
93025,dang thi tam,KhanhHoa,3368526,
93030,LUU DUC EM,NgheAn,8691056,moi dang ky
93036,duong  thi   hoa,NgheAn,358699,
93039,ta  duc   viet,BinhDuong,243963,can cham soc
93052,hoang huu giang,HoChiMinh,4310647,khach quen
93090,do  quoc   mai,HaNoi,448299,VIP tiem nang
93101,vu  duc   binh,NgheAn,15332538,
93108,LUU HUU YEN,DongNai,11471612,
93132,pham minh viet,DaNang,676331,moi dang ky
93159,Duong Van Phuong ,KhanhHoa,524016,VIP tiem nang
93164,PHAM THI CUONG,HoChiMinh,3176467,can cham soc
93187,le  thanh   uyen,DaNang,718503,
93191,do thanh em,HaiPhong,452794,
93212,  hoang quoc khanh ,NgheAn,1076419,VIP tiem nang
93217,  tran huu hoa ,NgheAn,667573,
93255,ly  quoc   mai,CanTho,501813,khach quen
93267,tran minh yen,DongNai,4180587,
93281,ngo minh giang,BinhDuong,3710282,moi dang ky
93283,ta  minh   phuong,CanTho,3102925,can cham soc
93284,  trinh quoc son ,HaNoi,576994,VIP tiem nang
93289,Le Duc Yen ,DaNang,4485159,
93297,ly huu cuong,HaiPhong,652311,khach quen
93299,phan thanh uyen,BinhDuong,510740,
93316,PHAN NGOC PHUC,NgheAn,469816,can cham soc
93320,trinh ngoc ich,BinhDuong,278883,
93321,DANG MINH YEN,KhanhHoa,1346910,moi dang ky
93327,  do thanh hoa ,HaiPhong,1019822,VIP tiem nang
93336,ngo van khanh,DongNai,18309982,VIP tiem nang
93337,DUONG QUOC MAI,BinhDuong,535177,
93343,  cao thi binh ,HaNoi,3019374,
93348,Hoang Minh Phuong ,ThanhHoa,1088449,
93352,NGO THANH NAM,HoChiMinh,1042498,can cham soc
93355,LE QUOC XUAN,KhanhHoa,379942,
93373,LY MINH GIANG,BinhDuong,4486887,can cham soc
93380,PHAM DUC EM,KhanhHoa,4336505,
93388,Le Thanh Viet ,HoChiMinh,2107959,
93400,TRAN QUOC SON,NgheAn,4223368,moi dang ky
93435,  le ngoc long ,DaNang,6313897,khach quen
93470,Ngo Duc Xuan ,NgheAn,3093732,khach quen
93472,  phan thi oanh ,DaNang,1595981,VIP tiem nang
93477,nguyen  thanh   hoa,HoChiMinh,12946889,khach quen
93484,  ngo thanh long ,NgheAn,1561256,moi dang ky
93496,bui  quoc   long,DaNang,333062,moi dang ky
93504,ly duc long,DaNang,3892272,
93509,DUONG VAN BINH,HoChiMinh,18508255,moi dang ky
93512,  vu van ich ,KhanhHoa,18910622,moi dang ky
93514,VU QUOC QUYEN,NgheAn,2110435,
93520,cao minh giang,HaiPhong,3745942,khach quen
93521,  nguyen thanh viet ,HaiPhong,240436,moi dang ky
93529,  duong duc quyen ,HaNoi,2241498,
93564,VO DUC EM,NgheAn,407979,can cham soc
93572,tran  minh   phuong,HaiPhong,717055,VIP tiem nang
93590,TRAN QUOC GIANG,BinhDuong,756599,
93595,PHAN DUC QUYEN,KhanhHoa,2596517,khach quen
93611,  le ngoc binh ,KhanhHoa,4228982,VIP tiem nang
93619,ngo duc tam,HaiPhong,840417,VIP tiem nang
93625,Duong Duc Em ,DaNang,668418,can cham soc
93627,Nguyen Thanh Phuc ,ThanhHoa,464554,moi dang ky
93637,Cao Ngoc Mai ,BinhDuong,215306,moi dang ky
93638,  do van ich ,ThanhHoa,11016779,
93654,dang  thi   xuan,HaNoi,4161793,khach quen
93666,tran  minh   dung,HaiPhong,582484,can cham soc
93671,  dang thi hoa ,DongNai,3289201,VIP tiem nang
93672,dang  minh   giang,NgheAn,361922,moi dang ky
93675,  le quoc binh ,NgheAn,247873,
93681,CAO THANH XUAN,CanTho,530560,
93701,Ta Quoc Quyen ,DaNang,19934659,VIP tiem nang
93725,Ly Thi Khanh ,HaiPhong,2343546,
93748,  phan van phuc ,DongNai,10926275,can cham soc
93753,Luu Van Tam ,BinhDuong,728957,khach quen
93775,Cao Van Binh ,DaNang,4092282,
93776,Hoang Thi Yen ,CanTho,1237130,moi dang ky
93777,  tran thi dung ,HaNoi,2649245,khach quen
93788,DUONG VAN MAI,HaNoi,3599107,
93807,VU HUU XUAN,NgheAn,462960,
93812,vu  van   an,HaNoi,696889,khach quen
93820,  ly thanh quyen ,HaNoi,6757715,
93821,LE DUC KHANH,NgheAn,9411770,
93822,tran  ngoc   xuan,HaiPhong,615982,
93827,  vo ngoc ich ,DaNang,602032,can cham soc
93853,CAO THI XUAN,CanTho,3581108,
93892,Tran Huu Cuong ,KhanhHoa,818585,
93902,do  quoc   cuong,DaNang,320071,
93905,vu  duc   xuan,HoChiMinh,1163953,VIP tiem nang
93914,  tran duc cuong ,CanTho,2420584,moi dang ky
93916,bui van khanh,BinhDuong,845773,VIP tiem nang
93923,  trinh minh cuong ,DongNai,871489,can cham soc
93924,tran  van   yen,ThanhHoa,672247,VIP tiem nang
93932,phan  thanh   phuong,NgheAn,5436196,VIP tiem nang
93947,Ta Van Ich ,HaNoi,10982603,moi dang ky
93965,  le thanh phuong ,HaNoi,717532,
93973,  bui ngoc dung ,ThanhHoa,599960,can cham soc
93983,PHAN DUC TAM,DongNai,677285,
93985,bui  duc   quyen,HaiPhong,1474292,
93992,hoang  minh   phuc,NgheAn,3340052,VIP tiem nang
93993,  phan huu son ,HoChiMinh,15260153,
93995,LY VAN XUAN,NgheAn,603421,
94002,Tran Van Cuong ,CanTho,481349,moi dang ky
94003,Dang Thi Yen ,BinhDuong,3155962,khach quen
94010,  ly thanh khanh ,DaNang,450220,can cham soc
94015,PHAN THI NAM,DongNai,16262022,
94027,ta  thanh   an,ThanhHoa,633011,moi dang ky
94033,  trinh huu em ,DongNai,3349404,VIP tiem nang
94073,DANG THI YEN,BinhDuong,777751,moi dang ky
94074,TA DUC VIET,CanTho,419318,
94090,dang huu khanh,HaNoi,347547,khach quen
94091,ngo thanh giang,ThanhHoa,3222933,moi dang ky
94105,do  van   cuong,KhanhHoa,10086534,khach quen
94110,Duong Minh Yen ,NgheAn,3531581,khach quen
94136,  vu huu phuc ,ThanhHoa,15047989,VIP tiem nang
94167,  ly ngoc giang ,DongNai,740182,moi dang ky
94168,duong thi son,HoChiMinh,461769,khach quen
94175,  trinh van khanh ,ThanhHoa,601489,
94178,PHAM HUU CUONG,HoChiMinh,586725,moi dang ky
94181,Le Duc Cuong ,NgheAn,2780925,VIP tiem nang
94192,Hoang Van Binh ,NgheAn,534710,
94216,pham  huu   em,CanTho,3790224,
94228,  vu thanh phuong ,NgheAn,4034188,
94248,Tran Quoc Binh ,BinhDuong,3981320,VIP tiem nang
94265,phan thi viet,BinhDuong,1633463,VIP tiem nang
94317,  hoang van yen ,ThanhHoa,2234908,can cham soc
94337,  dang quoc son ,NgheAn,6584119,VIP tiem nang
94344,  ngo ngoc giang ,DaNang,893748,moi dang ky
94352,vu huu ich,NgheAn,693443,moi dang ky
94353,Duong Minh Son ,HoChiMinh,874396,
94363,Hoang Van Em ,HoChiMinh,538681,
94397,  hoang thi yen ,HaiPhong,456832,
94398,dang  thi   ich,BinhDuong,893303,
94401,hoang quoc hoa,HaiPhong,854424,
94409,do  ngoc   phuong,CanTho,878884,
94422,  do thi nam ,ThanhHoa,810789,moi dang ky
94424,Phan Huu Mai ,KhanhHoa,18716952,moi dang ky
94433,DUONG MINH EM,CanTho,322470,VIP tiem nang
94459,  trinh huu hoa ,DaNang,333490,moi dang ky
94466,TA NGOC ICH,HoChiMinh,16388907,can cham soc
94475,pham  minh   yen,CanTho,495373,
94478,trinh  duc   binh,DaNang,697807,
94480,  tran quoc oanh ,HoChiMinh,17646373,khach quen
94510,bui  minh   giang,DaNang,852937,can cham soc
94512,hoang thanh phuc,BinhDuong,1848835,khach quen
94520,vo huu oanh,DongNai,526049,
94546,Ngo Huu Phuong ,DaNang,772073,can cham soc
94547,  ngo van cuong ,BinhDuong,4457000,
94553,PHAN QUOC OANH,NgheAn,628037,VIP tiem nang
94554,dang quoc cuong,HoChiMinh,445354,khach quen
94561,Tran Thi Xuan ,BinhDuong,4429355,
94579,le  quoc   nam,CanTho,493311,moi dang ky
94595,VU THI SON,NgheAn,341841,moi dang ky
94605,ta  huu   oanh,HaNoi,216388,khach quen
94610,le thanh quyen,HaiPhong,253362,can cham soc
94618,  nguyen ngoc yen ,HaNoi,4006327,khach quen
94633,tran  minh   an,BinhDuong,3913992,can cham soc
94635,do thanh mai,HaiPhong,605543,
94637,duong  thi   an,HoChiMinh,7341020,
94639,cao  quoc   son,ThanhHoa,724590,VIP tiem nang
94642,luu  huu   phuc,BinhDuong,4173195,moi dang ky
94662,bui duc viet,HaNoi,202303,
94664,  ly duc uyen ,CanTho,2344881,
94673,HOANG DUC PHUC,BinhDuong,809895,
94675,  tran thanh dung ,HaNoi,2707415,
94683,duong van nam,BinhDuong,748256,moi dang ky
94690,DANG QUOC SON,ThanhHoa,815559,khach quen
94692,  le duc binh ,DongNai,1408496,VIP tiem nang
94694,  nguyen quoc dung ,HaiPhong,307936,moi dang ky
94697,DUONG THANH UYEN,ThanhHoa,3609137,VIP tiem nang
94716,NGO DUC QUYEN,CanTho,817330,can cham soc
94733,  bui minh viet ,CanTho,713854,VIP tiem nang
94737,ngo ngoc phuong,BinhDuong,864852,
94757,pham van yen,DaNang,2166298,VIP tiem nang
94770,luu thi uyen,CanTho,2645550,
94776,trinh thi dung,HoChiMinh,640364,moi dang ky
94783,VO DUC MAI,NgheAn,202464,moi dang ky
94790,cao  huu   phuc,CanTho,750930,
94796,Le Quoc An ,HaiPhong,489367,VIP tiem nang
94798,dang  ngoc   an,DaNang,814033,
94814,ngo huu khanh,DongNai,2784723,VIP tiem nang
94826,  le ngoc phuc ,BinhDuong,870543,moi dang ky
94831,  bui duc em ,HaiPhong,3032341,khach quen
94835,LUU DUC CUONG,HaiPhong,626948,
94836,luu minh oanh,HaNoi,838170,moi dang ky
94841,Pham Van Mai ,DongNai,13238360,
94846,ta minh ich,KhanhHoa,358405,
94850,TA DUC XUAN,BinhDuong,603559,can cham soc
94861,VO VAN ICH,HaNoi,681685,khach quen
94863,duong duc long,CanTho,3075082,
94865,  dang duc binh ,DongNai,610597,can cham soc
94870,pham huu xuan,KhanhHoa,636149,VIP tiem nang
94872,ngo  thanh   nam,CanTho,2824109,moi dang ky
94894,  dang huu xuan ,NgheAn,2879783,khach quen
94927,LUU THI TAM,HoChiMinh,15213040,can cham soc
94931,trinh  thi   an,HaiPhong,582965,
94941,phan  huu   tam,HaiPhong,605471,
94942,cao  ngoc   xuan,KhanhHoa,2933882,can cham soc
94953,  duong ngoc mai ,BinhDuong,341222,khach quen
94960,  duong ngoc giang ,BinhDuong,2190736,moi dang ky
94961,Ngo Minh Giang ,BinhDuong,3820454,
94963,  tran quoc phuc ,HaiPhong,737792,VIP tiem nang
94971,  ngo minh nam ,HoChiMinh,615851,VIP tiem nang
94980,Trinh Minh Hoa ,HoChiMinh,11450309,VIP tiem nang
95006,nguyen  ngoc   oanh,ThanhHoa,1066453,VIP tiem nang
95013,Trinh Ngoc Oanh ,DongNai,1680311,khach quen
95019,tran  van   yen,NgheAn,619611,
95026,cao huu son,ThanhHoa,700542,
95038,PHAN THANH HOA,NgheAn,431656,can cham soc
95043,  hoang thanh oanh ,HoChiMinh,1791510,moi dang ky
95050,ngo quoc binh,ThanhHoa,345369,can cham soc
95055,dang  duc   hoa,HaiPhong,11486849,VIP tiem nang
95072,LUU DUC GIANG,HaiPhong,628850,
95083,  luu minh giang ,HaNoi,432295,khach quen
95087,trinh duc an,HaNoi,2411717,can cham soc
95113,  tran duc yen ,CanTho,1646899,can cham soc
95122,  nguyen ngoc oanh ,DaNang,12261622,can cham soc
95137,Duong Minh Son ,DongNai,604572,
95143,Pham Thanh Ich ,CanTho,232152,khach quen
95161,Luu Quoc Xuan ,BinhDuong,715401,khach quen
95167,Vu Huu Giang ,HaiPhong,1043020,can cham soc
95171,  pham duc long ,DongNai,887327,can cham soc
95190,ly  duc   binh,HaiPhong,4275975,
95202,Pham Van Dung ,HoChiMinh,879639,VIP tiem nang
95217,DO THANH NAM,HoChiMinh,2616159,
95220,DUONG VAN YEN,HaNoi,2123544,
95247,duong  minh   em,KhanhHoa,2498741,can cham soc
95276,Luu Huu Tam ,KhanhHoa,2277957,khach quen
95281,ngo  ngoc   tam,HaNoi,432142,
95296,  tran thi an ,ThanhHoa,2935940,
95311,Ly Minh Tam ,HaNoi,7981041,can cham soc
95326,LUU HUU OANH,DaNang,844172,VIP tiem nang
95327,TRAN THANH BINH,NgheAn,3338369,
95336,Phan Thanh Binh ,KhanhHoa,4041603,khach quen
95353,ta ngoc cuong,BinhDuong,898803,VIP tiem nang
95360,pham quoc quyen,DaNang,288606,
95372,ly thanh khanh,DaNang,324159,
95386,duong  duc   khanh,HoChiMinh,703875,moi dang ky
95392,Ly Huu Tam ,DaNang,586192,khach quen
95408,vo duc mai,KhanhHoa,657741,khach quen
95441,Ly Van Phuong ,ThanhHoa,3233569,
95447,ngo  huu   ich,HaiPhong,18412307,
95463,HOANG VAN SON,HaiPhong,877515,
95468,dang thanh viet,BinhDuong,614528,moi dang ky
95483,  vu ngoc khanh ,DaNang,858936,khach quen
95500,Bui Huu Long ,BinhDuong,347078,
95503,  cao thanh nam ,HaiPhong,6577794,moi dang ky
95514,  phan thanh hoa ,HoChiMinh,897110,khach quen
95522,trinh  ngoc   phuong,BinhDuong,4447115,can cham soc
95529,Hoang Van Mai ,DongNai,589745,khach quen
95534,hoang quoc an,HaNoi,491643,VIP tiem nang
95544,Ly Quoc Uyen ,HaNoi,357318,khach quen
95555,VU THI SON,KhanhHoa,224005,moi dang ky
95559,vu minh ich,HoChiMinh,2994515,moi dang ky
95560,ta duc uyen,HaiPhong,9797209,khach quen
95564,Nguyen Duc Oanh ,KhanhHoa,3004435,
95569,  duong quoc xuan ,CanTho,364058,khach quen
95600,vu ngoc dung,KhanhHoa,220131,VIP tiem nang
95607,pham  van   em,HoChiMinh,462800,
95616,TA THANH YEN,DaNang,535662,
95621,ngo  thi   xuan,ThanhHoa,3627231,moi dang ky
95630,ta ngoc quyen,ThanhHoa,721251,VIP tiem nang
95632,Vu Huu Dung ,HaiPhong,504653,khach quen
95642,hoang  ngoc   giang,DongNai,381120,moi dang ky
95644,  cao huu quyen ,NgheAn,2102241,VIP tiem nang
95657,CAO MINH KHANH,ThanhHoa,665336,
95675,ly van oanh,DongNai,1930425,
95725,  tran minh ich ,ThanhHoa,3237026,
95746,Ta Van Tam ,NgheAn,216546,VIP tiem nang
95761,pham huu khanh,NgheAn,3158597,
95764,Ta Duc An ,HoChiMinh,4411691,khach quen
95776,le  thi   tam,DongNai,4393128,moi dang ky
95781,ta  quoc   phuc,NgheAn,12534185,
95798,LE THI LONG,HaiPhong,4256936,khach quen
95804,Pham Thi Xuan ,BinhDuong,16721000,moi dang ky
95809,  pham van hoa ,DongNai,552495,khach quen
95814,BUI THI PHUONG,KhanhHoa,14692253,VIP tiem nang
95826,vu  thanh   oanh,DaNang,6133848,khach quen
95833,Phan Van Quyen ,HaiPhong,433815,khach quen
95842,VO NGOC LONG,HoChiMinh,349729,VIP tiem nang
95843,CAO QUOC OANH,BinhDuong,8793853,
95844,hoang huu cuong,HaiPhong,2953074,can cham soc
95845,ly thanh em,NgheAn,321716,
95849,  pham minh xuan ,BinhDuong,1635341,can cham soc
95850,  do duc nam ,BinhDuong,2297843,VIP tiem nang
95860,  le huu nam ,HaNoi,4481970,moi dang ky
95879,Tran Minh Binh ,HaNoi,484831,
95881,bui  thanh   binh,HaNoi,850305,khach quen
95908,nguyen  thi   yen,BinhDuong,17965072,khach quen
95910,Bui Thi Uyen ,DaNang,285224,can cham soc
95941,Ly Thanh Binh ,KhanhHoa,756257,can cham soc
95949,bui thanh giang,CanTho,7127805,
95967,VO THANH EM,BinhDuong,459870,can cham soc
96009,Bui Van Long ,ThanhHoa,6927369,
96010,  nguyen ngoc ich ,DongNai,1915749,can cham soc
96021,Do Ngoc Uyen ,KhanhHoa,388655,khach quen
96035,  vo ngoc cuong ,CanTho,13941757,VIP tiem nang
96040,ly minh long,DaNang,4315798,
96052,TRAN VAN LONG,KhanhHoa,2502381,
96061,Ta Huu Yen ,DongNai,257446,moi dang ky
96070,Do Thi Tam ,HaNoi,439990,khach quen
96077,Ly Huu Phuc ,HoChiMinh,459332,moi dang ky
96080,Duong Ngoc Tam ,HaiPhong,559504,khach quen
96090,luu  quoc   oanh,HoChiMinh,3239317,moi dang ky
96100,ly duc viet,KhanhHoa,4184304,VIP tiem nang
96111,ly  duc   xuan,DaNang,434956,
96119,Dang Quoc Binh ,HaNoi,855664,can cham soc
96127,vo minh son,DaNang,252968,khach quen
96150,phan  thanh   cuong,HaNoi,428237,
96155,Trinh Minh Quyen ,CanTho,1339463,moi dang ky
96159,tran  huu   tam,DaNang,611526,moi dang ky
96169,  le thanh uyen ,BinhDuong,3889919,
96215,luu minh tam,CanTho,578532,can cham soc
96217,Ta Huu Dung ,HaNoi,2392327,moi dang ky
96220,TRAN THI PHUC,DaNang,16707100,
96249,VO MINH AN,HaiPhong,733168,VIP tiem nang
96259,luu thanh an,KhanhHoa,382791,moi dang ky
96314,dang duc uyen,ThanhHoa,358869,
96322,cao minh long,HaiPhong,537596,moi dang ky
96329,cao duc mai,DaNang,3126185,khach quen
96334,  nguyen thi mai ,ThanhHoa,474675,can cham soc
96339,tran  duc   dung,DongNai,550474,can cham soc
96357,nguyen  minh   ich,BinhDuong,618454,moi dang ky
96367,  dang minh quyen ,HaNoi,401258,can cham soc
96370,ngo  van   long,HaNoi,650678,
96371,Duong Huu Dung ,HoChiMinh,648275,khach quen
96390,TRAN MINH DUNG,HaiPhong,295284,can cham soc
96395,TA THANH UYEN,DongNai,2714594,khach quen
96403,luu  thanh   dung,BinhDuong,2778461,VIP tiem nang
96408,Tran Duc Nam ,HaiPhong,1070983,
96412,bui van giang,BinhDuong,262303,khach quen
96425,Duong Minh Mai ,DaNang,2277974,moi dang ky
96438,cao thanh oanh,BinhDuong,887086,VIP tiem nang
96447,ly minh ich,DongNai,501609,
96460,LUU DUC ICH,ThanhHoa,304583,can cham soc
96472,tran quoc long,BinhDuong,269549,VIP tiem nang
96486,trinh thi khanh,DaNang,4306719,khach quen
96492,Nguyen Duc Hoa ,DaNang,497711,VIP tiem nang
96493,bui  quoc   long,ThanhHoa,723420,
96498,Vo Minh Son ,ThanhHoa,5042729,moi dang ky
96501,duong ngoc ich,DaNang,226712,
96520,dang  duc   long,DaNang,769437,moi dang ky
96521,cao quoc uyen,NgheAn,2589585,
96537,luu minh phuong,DaNang,9958357,
96542,pham van tam,ThanhHoa,237891,
96552,  luu ngoc binh ,CanTho,210339,
96574,Nguyen Minh An ,NgheAn,3227766,
96583,DUONG NGOC TAM,CanTho,846474,khach quen
96590,NGO QUOC BINH,NgheAn,13602549,can cham soc
96599,nguyen quoc long,BinhDuong,1359418,VIP tiem nang
96620,trinh thi oanh,CanTho,267692,
96627,vo thi nam,DaNang,809682,moi dang ky
96637,Ta Thi Phuong ,BinhDuong,550126,
96692,DANG THANH GIANG,HaiPhong,7945369,
96705,Le Minh Phuong ,HoChiMinh,1396719,khach quen
96716,cao van oanh,ThanhHoa,329806,
96723,Cao Duc Long ,HaiPhong,243101,VIP tiem nang
96724,Tran Quoc Giang ,CanTho,233795,
96726,TRINH DUC VIET,HaiPhong,696067,
96730,Duong Thi Cuong ,HaNoi,705540,moi dang ky
96734,trinh  thanh   xuan,BinhDuong,368090,can cham soc
96749,Vu Quoc Phuong ,DongNai,1537144,khach quen
96751,ngo van khanh,NgheAn,517822,moi dang ky
96752,Ngo Van Dung ,DongNai,432710,moi dang ky
96754,luu  huu   mai,KhanhHoa,3698610,
96755,ngo  ngoc   quyen,HaNoi,454042,
96758,HOANG MINH TAM,CanTho,1546272,khach quen
96782,  cao huu phuc ,DongNai,736751,
96784,le  huu   viet,KhanhHoa,333358,can cham soc
96790,DUONG THANH OANH,HaiPhong,8082605,moi dang ky
96800,cao van tam,DongNai,764769,
96802,  hoang duc dung ,KhanhHoa,13597289,
96805,Ly Huu Em ,DongNai,6977891,
96826,tran huu mai,HaNoi,619972,
96832,bui  minh   mai,HoChiMinh,4444441,can cham soc
96844,Luu Quoc Quyen ,HoChiMinh,15197069,
96851,duong van tam,HaNoi,1831404,khach quen
96865,NGO THANH AN,HaNoi,549728,can cham soc
96866,duong thanh xuan,DongNai,2703211,moi dang ky
96897,Dang Thi Long ,HoChiMinh,874673,can cham soc
96902,Hoang Quoc Mai ,CanTho,519635,
96903,  vo thi khanh ,DongNai,2405781,VIP tiem nang
96932,ly thanh long,HaiPhong,12409667,
96955,Ly Quoc Phuc ,ThanhHoa,1048996,moi dang ky
96956,Dang Ngoc Uyen ,HoChiMinh,579529,moi dang ky
96959,bui duc xuan,HoChiMinh,2061695,moi dang ky
96968,Vu Thanh Yen ,HaiPhong,1924270,
